,xi,lam
0,-0.7630657260398375,1.078675593662835
1,-0.7630657260398375,1.095025229827467
2,-0.7630657260398375,1.0852778720738288
3,-0.7630657260398375,1.0775058952455787
4,-0.7630657260398375,1.074940863243545
5,-0.7630657260398375,1.080038994117068
6,-0.7630657260398375,1.091987463607076
7,-0.7630657260398375,1.085912869776317
8,-0.7630657260398375,1.075761341147264
9,-0.7630657260398375,1.0759094022042817
10,-0.7630657260398375,1.0802667793949576
11,-0.7630657260398375,1.0842161981900311
12,-0.7630657260398375,1.082745698079324
13,-0.7630657260398375,1.0769805056492154
14,-0.7630657260398375,1.0816744487685226
15,-0.7630657260398375,1.0800501764532051
16,-0.7630657260398375,1.0890911709360191
17,-0.7630657260398375,1.0760492932002792
18,-0.7630657260398375,1.0775433075362502
19,-0.7630657260398375,1.082229006928104
20,-0.7630657260398375,1.03281643068301
21,-0.7630657260398375,1.076584263412689
22,-0.7630657260398375,1.0803938685186896
23,-0.7630657260398375,1.0789252350679297
24,-0.7630657260398375,1.078318595142969
25,-0.7630657260398375,1.0783526209522198
26,-0.7538690968385483,1.078417768838744
27,-0.7538690968385483,1.0850230343256326
28,-0.7538690968385483,1.0985052914486697
29,-0.7538690968385483,1.096830307662983
30,-0.7538690968385483,1.0849138245102004
31,-0.7538690968385483,1.0789858292512584
32,-0.7538690968385483,1.078831085368753
33,-0.7538690968385483,1.0834823698254332
34,-0.7538690968385483,1.092179861920638
35,-0.7538690968385483,1.088406705483526
36,-0.7538690968385483,1.0814619934489489
37,-0.7538690968385483,1.0786414818011345
38,-0.7538690968385483,1.079088522952744
39,-0.7538690968385483,1.0825829034690504
40,-0.7538690968385483,1.0888685358874577
41,-0.7538690968385483,1.0843897251936454
42,-0.7538690968385483,1.0539852747140162
43,-0.7538690968385483,1.0787144464403733
44,-0.7538690968385483,1.0793102298114332
45,-0.7538690968385483,1.0823614005287192
46,-0.7538690968385483,1.0870346410403462
47,-0.7538690968385483,1.0834627334808054
48,-0.7538690968385483,1.031174253712837
49,-0.7538690968385483,1.0786418400890356
50,-0.7896040373431812,1.073518524265333
51,-0.7896040373431812,1.0913626739093572
52,-0.7896040373431812,1.0804032967950807
53,-0.7896040373431812,1.0698012758356803
54,-0.7896040373431812,1.0683814293227387
55,-0.7896040373431812,1.074923565497497
56,-0.7896040373431812,1.083400101197478
57,-0.7896040373431812,1.07295629724252
58,-0.7896040373431812,1.0685639968573788
59,-0.7896040373431812,1.070075914785413
60,-0.7896040373431812,1.0757950011702917
61,-0.7896040373431812,1.075790728692232
62,-0.7896040373431812,1.0698551362696145
63,-0.7896040373431812,1.0688558063658125
64,-0.7896040373431812,1.0712460751565578
65,-0.7896040373431812,1.0764956394790728
66,-0.7896040373431812,1.0730255506944926
67,-0.7896040373431812,1.0678722621469383
68,-0.7896040373431812,1.069495866131553
69,-0.7896040373431812,1.077078844274055
70,-0.7896040373431812,1.0724532616817868
71,-0.7896040373431812,1.0598402204606236
72,-0.7896040373431812,1.069623663903614
73,-0.7896040373431812,1.0700856276130088
74,-0.7896040373431812,1.0725522746308591
75,-0.7896040373431812,1.0722875267959473
76,-0.7896040373431812,1.070815382354072
77,0.0992714059083207,1.437736447494684
78,0.0992714059083207,1.4533463892141216
79,0.0992714059083207,1.4479574806011368
80,0.0992714059083207,1.4410217203910654
81,0.0992714059083207,1.437058760653504
82,0.0992714059083207,1.4361121237339565
83,0.0992714059083207,1.4382571666776782
84,0.0992714059083207,1.442355103864324
85,0.0992714059083207,1.4463750741854933
86,0.0992714059083207,1.4422864618705484
87,0.0992714059083207,1.437873299055393
88,0.0992714059083207,1.4363862965847782
89,0.0992714059083207,1.4364199679740053
90,0.0992714059083207,1.4380929065438994
91,0.0992714059083207,1.4417510460121858
92,0.0992714059083207,1.442201429534109
93,0.0992714059083207,1.4386681026878412
94,0.0992714059083207,1.436745715642433
95,0.0992714059083207,1.435905595973409
96,0.0992714059083207,1.437273397064853
97,0.455177145492637,1.6385391567003718
98,0.455177145492637,1.640628193456474
99,0.455177145492637,1.6453859236248187
100,0.455177145492637,1.6518505454920582
101,0.455177145492637,1.6490830977191613
102,0.455177145492637,1.6438243480868104
103,0.455177145492637,1.6403824177615576
104,0.455177145492637,1.6379827126747917
105,0.455177145492637,1.6377024023262847
106,0.455177145492637,1.6388303143185896
107,0.455177145492637,1.6407464716310958
108,0.455177145492637,1.6440606153875823
109,0.455177145492637,1.646380906070216
110,0.455177145492637,1.6422774062780154
111,0.455177145492637,1.6397303500159346
112,0.455177145492637,1.638242842517776
113,0.2727863889240938,1.5309354556235537
114,0.2727863889240938,1.5335185529611288
115,0.2727863889240938,1.5379677028605532
116,0.2727863889240938,1.5440940813332025
117,0.2727863889240938,1.5450819155685374
118,0.2727863889240938,1.5389575503121435
119,0.2727863889240938,1.534819069696849
120,0.2727863889240938,1.5317200013582837
121,0.2727863889240938,1.5300862255262386
122,0.2727863889240938,1.530020827171069
123,0.2727863889240938,1.531145059921403
124,0.2727863889240938,1.533402487175582
125,0.2727863889240938,1.5367023479708029
126,0.3883828629956101,1.597912590659882
127,0.3883828629956101,1.6008909890560536
128,0.3883828629956101,1.6062962539738377
129,0.3883828629956101,1.6070473931563392
130,0.3883828629956101,1.601677615776741
131,0.3883828629956101,1.5985277883108622
132,0.3883828629956101,1.5973264356009935
133,0.3883828629956101,1.5978881308123287
134,0.3883828629956101,1.599899084467962
135,0.3883828629956101,1.6034215617958791
136,0.3883828629956101,1.6064983809853115
137,0.3883828629956101,1.6021954661894504
138,0.3883828629956101,1.5990852710336336
139,0.3883828629956101,1.59749489771856
140,0.3883828629956101,1.5970414799459998
141,0.3883828629956101,1.5976924114091189
142,0.3883828629956101,1.598996370745235
143,0.2892058734001389,1.5385771697082065
144,0.2892058734001389,1.5406457947989107
145,0.2892058734001389,1.5440204125176853
146,0.2892058734001389,1.5494750738043075
147,0.2892058734001389,1.557120187255024
148,0.2892058734001389,1.5505221039747974
149,0.2892058734001389,1.545102715962036
150,0.2892058734001389,1.541581966016851
151,0.2892058734001389,1.539708230240726
152,0.2892058734001389,1.5392888051439109
153,0.2892058734001389,1.539990448677342
154,0.2892058734001389,1.5421980649046938
155,0.2892058734001389,1.545524866228746
156,0.2892058734001389,1.5495837010211495
157,0.2892058734001389,1.5452931525306235
158,-0.8167593196315409,1.0613982304066596
159,-0.8167593196315409,1.074697814546902
160,-0.8167593196315409,1.079954449633249
161,-0.8167593196315409,1.0650979044308504
162,-0.8167593196315409,1.0596950908226042
163,-0.8167593196315409,1.068842501941736
164,-0.8167593196315409,1.0721845324198334
165,-0.8167593196315409,1.069418588688454
166,-0.8167593196315409,1.0618660548186185
167,-0.8167593196315409,1.0600661563553395
168,-0.8167593196315409,1.0632359698417366
169,-0.8167593196315409,1.070666964291494
170,-0.8167593196315409,1.0594366182068018
171,-0.8167593196315409,1.0563890959445654
172,-0.8167593196315409,1.0606235039930278
173,-0.8167593196315409,1.0633633789683477
174,-0.8167593196315409,1.06813935814524
175,-0.8167593196315409,1.0632257338654638
176,-0.8167593196315409,1.0607377504648416
177,-0.8167593196315409,1.0607540845786954
178,-0.8167593196315409,1.0399077106651076
179,-0.8167593196315409,1.0649831228946895
180,-0.8167593196315409,1.046351731463621
181,-0.8167593196315409,1.0636958945955977
182,-0.8167593196315409,1.0617085384038727
183,-0.8167593196315409,1.0676093548261003
184,-0.8167593196315409,1.05817116415983
185,-0.4415574222289389,1.1886359880578536
186,-0.4415574222289389,1.191132829929008
187,-0.4415574222289389,1.196344284312396
188,-0.4415574222289389,1.202862582241164
189,-0.4415574222289389,1.2115142700558377
190,-0.4415574222289389,1.206283532744586
191,-0.4415574222289389,1.1988863871609674
192,-0.4415574222289389,1.1942622028135417
193,-0.4415574222289389,1.193020944394268
194,0.1416472532402087,1.4576361106250233
195,0.1416472532402087,1.459217501817418
196,0.1416472532402087,1.462712859321638
197,0.1416472532402087,1.4680343905385145
198,0.1416472532402087,1.4745920916323985
199,0.1416472532402087,1.471663588406564
200,0.1416472532402087,1.465844736262397
201,0.1416472532402087,1.4614489981452008
202,0.1416472532402087,1.458776409125071
203,0.1416472532402087,1.4574401084701385
204,0.1416472532402087,1.4570305354183073
205,0.1416472532402087,1.4581255731947138
206,0.3224196933638478,1.5583463792800782
207,0.3224196933638478,1.5599256944341284
208,0.3224196933638478,1.5636086184319842
209,0.3224196933638478,1.5694910132203694
210,0.3224196933638478,1.5749035041357178
211,0.3224196933638478,1.568107244445304
212,0.3224196933638478,1.5631444303972757
213,0.3224196933638478,1.5599007218646594
214,0.3224196933638478,1.5578244139180284
215,0.3224196933638478,1.558676073719101
216,0.3224196933638478,1.560660522285618
217,0.3224196933638478,1.563720295043656
218,0.3224196933638478,1.5680975059099993
219,0.123126592280796,1.4497168709020438
220,0.123126592280796,1.454806060538722
221,0.123126592280796,1.4635347309162294
222,0.123126592280796,1.4627202781654305
223,0.123126592280796,1.4549488177030343
224,0.123126592280796,1.4505506303490168
225,0.123126592280796,1.4487190489001032
226,0.123126592280796,1.4500199648835506
227,0.123126592280796,1.4536319346012598
228,0.123126592280796,1.459084245459474
229,0.123126592280796,1.455723985616885
230,0.123126592280796,1.451558613797297
231,0.123126592280796,1.4490608937915344
232,0.123126592280796,1.44872981278695
233,0.123126592280796,1.4501283790389925
234,0.123126592280796,1.4526953950200472
235,0.123126592280796,1.4563160018216952
236,0.123126592280796,1.452525826252551
237,0.123126592280796,1.4500783659839525
238,0.123126592280796,1.4486896333482493
239,0.123126592280796,1.449004527464984
240,0.271864534343036,1.5300746679828128
241,0.271864534343036,1.5334756319257477
242,0.271864534343036,1.5393240966051631
243,0.271864534343036,1.5476834821824106
244,0.271864534343036,1.5399598213123091
245,0.271864534343036,1.5341397438281832
246,0.271864534343036,1.5307223609631722
247,0.271864534343036,1.5299574841993324
248,0.271864534343036,1.530759223820901
249,0.271864534343036,1.5334998015684862
250,0.271864534343036,1.538059364812435
251,0.271864534343036,1.537930072468626
252,0.271864534343036,1.5336561963652129
253,0.271864534343036,1.5311987739426915
254,0.271864534343036,1.5297500532363058
255,0.271864534343036,1.5303327728596647
256,0.271864534343036,1.5310715063252336
257,0.271864534343036,1.5336115700506625
258,0.271864534343036,1.5366373689762756
259,-0.1947134155188135,1.2920060007673635
260,-0.1947134155188135,1.2960783152672022
261,-0.1947134155188135,1.30577256035722
262,-0.1947134155188135,1.310614275292044
263,-0.1947134155188135,1.2992457492387264
264,-0.1947134155188135,1.2934058204170942
265,-0.1947134155188135,1.2924655023537936
266,-0.1947134155188135,1.2950863246030286
267,-0.1947134155188135,1.3011630123086873
268,-0.1947134155188135,1.3024652418441836
269,-0.1947134155188135,1.296183974809902
270,-0.1947134155188135,1.2928705279799444
271,-0.1947134155188135,1.2928473956821367
272,-0.1947134155188135,1.2949932993127424
273,-0.1947134155188135,1.2989107048178494
274,-0.1947134155188135,1.2987970770041757
275,-0.1947134155188135,1.295166800525054
276,-0.1947134155188135,1.2906460788957943
277,-0.1947134155188135,1.292641257877483
278,-0.1947134155188135,1.2942825347282516
279,-0.1947134155188135,1.301177379256804
