rho_0,xi,gamma,zeta,lambda_star,pred_lam,pred_type,pred_lam_old
0.10147833025112192,0.3600901124099951,0.07527295323671068,1421.9408401448986,192.50254883524173,,,inf
0.13207060556208836,0.3600901124099951,0.07527295323671068,1421.9408401448986,117.7321306934165,,,inf
0.17188541445619507,0.3600901124099951,0.07527295323671068,1421.9408401448986,71.76124071634995,,,inf
0.2237030380608696,0.3600901124099951,0.07527295323671068,1421.9408401448986,43.63182309209083,,,inf
0.2911419179805761,0.3600901124099951,0.07527295323671068,1421.9408401448986,26.6733166852041,,,inf
0.37891133325754983,0.3600901124099951,0.07527295323671068,1421.9408401448986,16.723214512724958,,,inf
0.49314025086759455,0.3600901124099951,0.07527295323671068,1421.9408401448986,10.554562792700487,,,inf
0.6418053134886237,0.3600901124099951,0.07527295323671068,1421.9408401448986,6.889269138453139,,,inf
0.8352878510678036,0.3600901124099951,0.07527295323671068,1421.9408401448986,4.352828930294089,,,inf
1.0870988124872174,0.3600901124099951,0.07527295323671068,1421.9408401448986,3.1542217463953,,,inf
1.4148222395433696,0.3600901124099951,0.07527295323671068,1421.9408401448986,2.691354083345768,,,inf
1.8413431663371005,0.3600901124099951,0.07527295323671068,1421.9408401448986,2.5497617640006593,,,inf
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529625286,,,inf
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109721741257,,,inf
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.520024141954542,,,inf
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.3091200818624604,,,inf
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752035124095,,,inf
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.1081539089592993,,,inf
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.8150579407845502,,,inf
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092377478304,,,inf
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.023066290516764,,,inf
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.41900977858708,,,inf
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.180731840296759,,,inf
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.786157981275194,,,inf
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.9051346304267043,,,inf
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.3397323540948545,,,inf
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.962942277059077,,,inf
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292437876178,,,inf
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.5253141957903845,,,inf
0.18477807586749725,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,11.222683941288944,,,inf
0.2404823996810695,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,7.288707915906293,,,inf
0.3129796881196898,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,4.794728236978092,,,inf
0.40733245054693823,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,3.215869420061184,,,inf
0.5301293712233582,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,2.1973569137713236,,,inf
0.6899453992833511,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.5255016552221559,,,inf
0.8979405402378662,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.0714571433836817,,,inf
1.1686391628093686,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.7636165154479542,,,inf
1.520944240350259,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.5563735647545169,,,inf
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529435072,,,inf
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109722777103,,,inf
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.52002414197415,,,inf
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.3091200818175732,,,inf
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752034938217,,,inf
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.108153908896175,,,inf
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.8150579408724568,,,inf
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092376948654,,,inf
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.023066290548368,,,inf
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.41900977872389,,,inf
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.180731839597816,,,inf
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.7861579808282877,,,inf
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.9051346303279504,,,inf
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.3397323539682486,,,inf
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.9629422773282675,,,inf
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292435678015,,,inf
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.525314195919722,,,inf
0.18477807586749725,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,11.222683941786297,,,inf
0.2404823996810695,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,7.288707915164884,,,inf
0.3129796881196898,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,4.79472823632404,,,inf
0.40733245054693823,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,3.215869420233516,,,inf
0.5301293712233582,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,2.1973569139769613,,,inf
0.6899453992833511,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.5255016554038594,,,inf
0.8979405402378662,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.0714571434246254,,,inf
1.1686391628093686,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.763616515448641,,,inf
1.520944240350259,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.5563735644931,,,inf
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529697786,,,inf
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109722310119,,,inf
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.5200241423580656,,,inf
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.309120081789234,,,inf
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752034500576,,,inf
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.1081539090282007,,,inf
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.8150579407605182,,,inf
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092378568696,,,inf
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.023066290650673,,,inf
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.419009779528341,,,inf
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.18073184072546,,,inf
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.786157981124665,,,inf
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.9051346305236996,,,inf
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.339732353988277,,,inf
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.9629422771853033,,,inf
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292434050076,,,inf
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.525314196046868,,,inf
0.18477807586749725,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,11.222683942314426,,,inf
0.2404823996810695,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,7.288707915795364,,,inf
0.3129796881196898,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,4.79472823642397,,,inf
0.40733245054693823,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,3.2158694199753066,,,inf
0.5301293712233582,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,2.197356913877983,,,inf
0.6899453992833511,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.5255016551200133,,,inf
0.8979405402378662,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.071457143131239,,,inf
1.1686391628093686,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.7636165154996434,,,inf
1.520944240350259,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.5563735647151778,,,inf
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529351779,,,inf
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109722627003,,,inf
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.5200241415365374,,,inf
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.3091200818092523,,,inf
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.565675203546921,,,inf
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.1081539090166828,,,inf
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.8150579408967985,,,inf
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092376908482,,,inf
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.02306629034044,,,inf
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.419009779673959,,,inf
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.1807318409298,,,inf
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.7861579805365815,,,inf
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.905134630478075,,,inf
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.3397323540922121,,,inf
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.9629422771829438,,,inf
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292435969233,,,inf
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.5253141962052941,,,inf
0.18477807586749725,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,11.222683941207698,,,inf
0.2404823996810695,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,7.288707915546372,,,inf
0.3129796881196898,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,4.794728237266485,,,inf
0.40733245054693823,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,3.2158694203104994,,,inf
0.5301293712233582,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,2.1973569138520785,,,inf
0.6899453992833511,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.5255016553767673,,,inf
0.8979405402378662,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,1.0714571432427924,,,inf
1.1686391628093686,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.7636165153980036,,,inf
1.520944240350259,1.3352981540827573,0.2058068255967093,5.318908588053951e-05,0.5563735646578942,,,inf
0.18477807586749725,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,8.693920529362654,,,inf
0.2404823996810695,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,5.482109721504075,,,inf
0.3129796881196898,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,3.5200241416534617,,,inf
0.40733245054693823,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,2.3091200820197577,,,inf
0.5301293712233582,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.5656752034416572,,,inf
0.6899453992833511,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,1.1081539089843273,,,inf
0.8979405402378662,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.815057940995886,,,inf
1.1686391628093686,1.3352981540827573,0.06980084143068274,5.318908588053951e-05,0.6161092377982251,,,inf
0.18477807586749725,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,10.023066290549504,,,inf
0.2404823996810695,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,6.41900977843386,,,inf
0.3129796881196898,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,4.180731839894818,,,inf
0.40733245054693823,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,2.7861579811199864,,,inf
0.5301293712233582,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.9051346303404264,,,inf
0.6899453992833511,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,1.3397323537889125,,,inf
0.8979405402378662,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.9629422769780568,,,inf
1.1686391628093686,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.7031292433348724,,,inf
1.520944240350259,1.3352981540827573,0.13839454870709073,5.318908588053951e-05,0.5253141962325272,,,inf
